Model,Producent,Data produkcji,Moc WiFi,Moc Ethernetu,Liczba gniazd Ethernet,Rodzaj sygnału WiFi,Obsługa 5G,Wersja firmware,Maksymalna przepustowość WiFi,Maksymalna przepustowość Ethernet,Lista funkcji
TP-Link Omada ER7206,TP-Link,2006,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.10.62,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
TP-Link Omada ER7206,TP-Link,2007,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,7.10.51,300 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
TP-Link Omada ER7206,TP-Link,2008,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.1.10,300 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
TP-Link Omada ER7206,TP-Link,2009,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,9.4.9,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
TP-Link Omada ER7206,TP-Link,2010,23 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.10.94,450 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
TP-Link Omada ER7206,TP-Link,2011,20 dBm,1 Gbps,5,"802.11n, Single Band 2.4 GHz",Nie,11.7.12,600 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
TP-Link Omada ER7206,TP-Link,2012,20 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,12.7.45,600 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
TP-Link Omada ER7206,TP-Link,2013,20 dBm,1 Gbps,5,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,13.8.25,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
TP-Link Omada ER7206,TP-Link,2014,20 dBm,1 Gbps,4,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,14.4.79,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
TP-Link Omada ER7206,TP-Link,2015,23 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.11.70,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
TP-Link Omada ER7206,TP-Link,2016,23 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,16.1.81,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
TP-Link Omada ER7206,TP-Link,2017,23 dBm,2.5 Gbps,4,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,17.12.77,3000 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
TP-Link Omada ER7206,TP-Link,2018,27 dBm,2.5 Gbps,4,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,18.8.10,3000 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
TP-Link Omada ER7206,TP-Link,2019,27 dBm,1 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,19.9.82,1750 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
TP-Link Omada ER7206,TP-Link,2020,23 dBm,1 Gbps,4,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,20.5.9,4800 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
TP-Link Omada ER7206,TP-Link,2021,27 dBm,1 Gbps,4,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,21.8.0,9600 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
TP-Link Omada ER7206,TP-Link,2022,27 dBm,1 Gbps,4,"802.11ax (WiFi 6), Tri-Band (2.4/5/6 GHz)",Tak,22.5.85,3000 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
TP-Link Omada ER7206,TP-Link,2023,27 dBm,1 Gbps,5,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,23.2.43,6000 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
TP-Link Omada ER7206,TP-Link,2024,30 dBm,2.5 Gbps,10,"802.11be (WiFi 7), Quad-Band",Tak,24.10.38,30000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
TP-Link Omada ER7206,TP-Link,2025,27 dBm,2.5 Gbps,8,"802.11be (WiFi 7), Quad-Band",Tak,25.7.61,23000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Apple AirPort Express (2004),Apple,2005,15 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.0.12,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Express (2004),Apple,2006,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.12.32,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Express (2004),Apple,2007,18 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,7.2.95,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Express (2004),Apple,2008,20 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,8.1.56,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Express (2004),Apple,2009,20 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,9.1.11,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Express (2004),Apple,2010,18 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.12.46,600 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Express (2004),Apple,2011,23 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,11.4.44,450 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Express (2004),Apple,2012,23 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,12.6.1,450 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Express (2004),Apple,2013,23 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.0.8,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Express (2004),Apple,2014,25 dBm,1 Gbps,5,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,14.2.10,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Express (2004),Apple,2015,20 dBm,1 Gbps,4,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,15.4.83,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Express (2004),Apple,2016,23 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,16.0.34,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Express (2004),Apple,2017,27 dBm,1 Gbps,5,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,17.3.0,1750 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Express (2004),Apple,2018,25 dBm,1 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,18.9.54,2600 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Express (2008),Apple,2005,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.2.58,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Express (2008),Apple,2006,15 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.12.1,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Express (2008),Apple,2007,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,7.8.97,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Express (2008),Apple,2008,18 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,8.7.36,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Express (2008),Apple,2009,20 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,9.7.79,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Express (2008),Apple,2010,18 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.5.37,600 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Express (2008),Apple,2011,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,11.3.20,600 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Express (2008),Apple,2012,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,12.6.0,300 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Express (2008),Apple,2013,23 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.3.9,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Express (2008),Apple,2014,20 dBm,1 Gbps,4,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,14.11.42,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Express (2008),Apple,2015,20 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.6.43,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Express (2008),Apple,2016,20 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,16.11.85,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Express (2008),Apple,2017,25 dBm,2.5 Gbps,5,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,17.7.39,2100 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Express (2008),Apple,2018,27 dBm,1 Gbps,4,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,18.4.4,3000 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Express (2012),Apple,2005,15 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.1.73,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Express (2012),Apple,2006,17 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.7.77,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Express (2012),Apple,2007,18 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,7.0.60,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Express (2012),Apple,2008,18 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.9.41,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Express (2012),Apple,2009,20 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,9.8.40,300 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Express (2012),Apple,2010,18 dBm,100 Mbps,5,"802.11n, Single Band 2.4 GHz",Nie,10.6.26,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Express (2012),Apple,2011,18 dBm,1 Gbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,11.11.84,600 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Express (2012),Apple,2012,20 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,12.12.82,600 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Express (2012),Apple,2013,25 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.8.64,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Express (2012),Apple,2014,25 dBm,1 Gbps,4,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,14.6.80,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Express (2012),Apple,2015,25 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.12.71,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Express (2012),Apple,2016,25 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,16.1.19,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Express (2012),Apple,2017,25 dBm,1 Gbps,5,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,17.7.72,2100 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Express (2012),Apple,2018,27 dBm,2.5 Gbps,5,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,18.10.70,1750 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Extreme (2003),Apple,2005,17 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.10.45,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Extreme (2003),Apple,2006,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.2.50,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Extreme (2003),Apple,2007,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,7.8.89,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Extreme (2003),Apple,2008,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,8.12.46,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Extreme (2003),Apple,2009,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,9.3.75,300 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Extreme (2003),Apple,2010,18 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.3.16,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Extreme (2003),Apple,2011,23 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,11.10.63,600 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Extreme (2003),Apple,2012,20 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,12.10.35,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Extreme (2003),Apple,2013,23 dBm,1 Gbps,4,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,13.4.70,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2003),Apple,2014,25 dBm,1 Gbps,5,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,14.2.89,1300 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2003),Apple,2015,25 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.7.18,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2003),Apple,2016,20 dBm,1 Gbps,4,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,16.0.54,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2003),Apple,2017,25 dBm,2.5 Gbps,5,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,17.6.85,4800 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Extreme (2003),Apple,2018,27 dBm,2.5 Gbps,4,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,18.3.11,5400 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Extreme (2007),Apple,2005,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.5.39,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Extreme (2007),Apple,2006,15 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.12.32,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Extreme (2007),Apple,2007,20 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,7.12.70,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Extreme (2007),Apple,2008,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.6.25,300 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Extreme (2007),Apple,2009,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,9.2.41,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Extreme (2007),Apple,2010,18 dBm,1 Gbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.2.65,300 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Extreme (2007),Apple,2011,18 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,11.11.98,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Extreme (2007),Apple,2012,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,12.10.21,450 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Extreme (2007),Apple,2013,23 dBm,1 Gbps,4,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,13.11.56,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2007),Apple,2014,25 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,14.0.30,1300 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2007),Apple,2015,23 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,15.6.25,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2007),Apple,2016,23 dBm,1 Gbps,5,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,16.2.40,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2007),Apple,2017,25 dBm,1 Gbps,5,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,17.10.10,3000 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Extreme (2007),Apple,2018,25 dBm,2.5 Gbps,8,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,18.12.84,5400 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Extreme (2009),Apple,2005,15 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.8.82,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Extreme (2009),Apple,2006,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.4.43,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Extreme (2009),Apple,2007,18 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,7.4.6,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Extreme (2009),Apple,2008,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.1.1,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Extreme (2009),Apple,2009,20 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,9.1.55,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Extreme (2009),Apple,2010,20 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.11.24,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Extreme (2009),Apple,2011,23 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,11.3.32,450 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Extreme (2009),Apple,2012,18 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,12.3.3,300 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Extreme (2009),Apple,2013,20 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.12.77,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2009),Apple,2014,23 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,14.12.43,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2009),Apple,2015,23 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.2.5,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2009),Apple,2016,25 dBm,1 Gbps,4,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,16.12.10,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2009),Apple,2017,23 dBm,1 Gbps,5,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,17.8.66,4800 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Extreme (2009),Apple,2018,27 dBm,1 Gbps,8,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,18.8.34,5400 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Extreme (2011),Apple,2005,15 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.6.14,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Extreme (2011),Apple,2006,15 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.6.81,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Extreme (2011),Apple,2007,18 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,7.6.67,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Extreme (2011),Apple,2008,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,8.5.31,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Extreme (2011),Apple,2009,18 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,9.8.8,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Apple AirPort Extreme (2011),Apple,2010,23 dBm,100 Mbps,5,"802.11n, Single Band 2.4 GHz",Nie,10.9.3,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Extreme (2011),Apple,2011,18 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,11.1.37,600 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Extreme (2011),Apple,2012,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,12.9.30,300 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Apple AirPort Extreme (2011),Apple,2013,20 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.11.57,1300 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2011),Apple,2014,25 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,14.3.62,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2011),Apple,2015,25 dBm,1 Gbps,5,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,15.5.46,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2011),Apple,2016,20 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,16.7.1,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Apple AirPort Extreme (2011),Apple,2017,25 dBm,1 Gbps,4,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,17.2.97,1750 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Extreme (2011),Apple,2018,27 dBm,2.5 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,18.8.75,3000 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Apple AirPort Extreme (2013),Apple,2005,17 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.6.2,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Apple AirPort Extreme (2013),Apple,2006,15 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.1.38,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
